,LEA,School State,School,Year,Category,Sex,Total_Disability,no_IEP,Total,LEP,Race,Count
158,ROCKWOOD R-VI,MO,EUREKA SR. HIGH,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,American Indian or Alaska Native,0.0
159,ROCKWOOD R-VI,MO,EUREKA SR. HIGH,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,American Indian or Alaska Native,0.0
160,ROCKWOOD R-VI,MO,EUREKA SR. HIGH,2015,SWOD: Transferred to Alternative School,M,,,0.0,0.0,American Indian or Alaska Native,0.0
161,ROCKWOOD R-VI,MO,EUREKA SR. HIGH,2015,SWOD: Transferred to Alternative School,F,,,0.0,0.0,American Indian or Alaska Native,0.0
162,ROCKWOOD R-VI,MO,EUREKA SR. HIGH,2015,SWOD: Referral to law enforcement,M,,,0.0,0.0,American Indian or Alaska Native,0.0
163,ROCKWOOD R-VI,MO,EUREKA SR. HIGH,2015,SWOD: Referral to law enforcement,F,,,0.0,0.0,American Indian or Alaska Native,0.0
164,ROCKWOOD R-VI,MO,EUREKA SR. HIGH,2015,SWOD: School-related arrest,M,,,0.0,0.0,American Indian or Alaska Native,0.0
165,ROCKWOOD R-VI,MO,EUREKA SR. HIGH,2015,SWOD: School-related arrest,F,,,0.0,0.0,American Indian or Alaska Native,0.0
166,ROCKWOOD R-VI,MO,EUREKA SR. HIGH,2015,Total enrollment,M,,,971.0,2.0,American Indian or Alaska Native,2.0
167,ROCKWOOD R-VI,MO,EUREKA SR. HIGH,2015,Total enrollment,F,,,914.0,2.0,American Indian or Alaska Native,2.0
168,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
169,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
170,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Students receiving one or more in-school suspensions,M,56.0,2.0,58.0,0.0,American Indian or Alaska Native,0.0
171,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Students receiving one or more in-school suspensions,F,4.0,2.0,6.0,0.0,American Indian or Alaska Native,0.0
172,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Students receiving only one out-of-school suspension,M,20.0,0.0,20.0,2.0,American Indian or Alaska Native,0.0
173,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Students receiving only one out-of-school suspension,F,4.0,0.0,4.0,0.0,American Indian or Alaska Native,0.0
174,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Students receiving more than one out-of-school suspension,M,10.0,0.0,10.0,2.0,American Indian or Alaska Native,0.0
175,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Students receiving more than one out-of-school suspension,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
176,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
177,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
178,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
179,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
180,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
181,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
182,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Transferred to Alternative School,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
183,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Transferred to Alternative School,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
184,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Referral to law enforcement,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
185,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
186,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: School-related arrest,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
187,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
188,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Corporal punishment,M,,,0.0,0.0,American Indian or Alaska Native,0.0
189,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Corporal punishment,F,,,0.0,0.0,American Indian or Alaska Native,0.0
190,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Students receiving one or more in-school suspensions,M,,,55.0,2.0,American Indian or Alaska Native,0.0
191,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Students receiving one or more in-school suspensions,F,,,41.0,0.0,American Indian or Alaska Native,0.0
192,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Students receiving only one out-of-school suspension,M,,,21.0,0.0,American Indian or Alaska Native,0.0
193,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Students receiving only one out-of-school suspension,F,,,15.0,0.0,American Indian or Alaska Native,0.0
194,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,5.0,2.0,American Indian or Alaska Native,0.0
195,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,F,,,0.0,0.0,American Indian or Alaska Native,0.0
196,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Expulsions with educational services,M,,,0.0,0.0,American Indian or Alaska Native,0.0
197,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Expulsions with educational services,F,,,0.0,0.0,American Indian or Alaska Native,0.0
198,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Expulsions without educational services,M,,,0.0,0.0,American Indian or Alaska Native,0.0
199,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Expulsions without educational services,F,,,0.0,0.0,American Indian or Alaska Native,0.0
200,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,American Indian or Alaska Native,0.0
201,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,American Indian or Alaska Native,0.0
202,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Transferred to Alternative School,M,,,0.0,0.0,American Indian or Alaska Native,0.0
203,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Transferred to Alternative School,F,,,0.0,0.0,American Indian or Alaska Native,0.0
204,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Referral to law enforcement,M,,,0.0,0.0,American Indian or Alaska Native,0.0
205,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: Referral to law enforcement,F,,,0.0,0.0,American Indian or Alaska Native,0.0
206,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: School-related arrest,M,,,0.0,0.0,American Indian or Alaska Native,0.0
207,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,SWOD: School-related arrest,F,,,0.0,0.0,American Indian or Alaska Native,0.0
208,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,Total enrollment,M,,,1134.0,20.0,American Indian or Alaska Native,2.0
209,ROCKWOOD R-VI,MO,MARQUETTE SR. HIGH,2015,Total enrollment,F,,,1086.0,14.0,American Indian or Alaska Native,2.0
210,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
211,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
212,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Students receiving one or more in-school suspensions,M,21.0,0.0,21.0,0.0,American Indian or Alaska Native,0.0
213,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Students receiving one or more in-school suspensions,F,9.0,2.0,11.0,0.0,American Indian or Alaska Native,0.0
214,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Students receiving only one out-of-school suspension,M,7.0,0.0,7.0,0.0,American Indian or Alaska Native,0.0
215,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Students receiving only one out-of-school suspension,F,2.0,0.0,2.0,0.0,American Indian or Alaska Native,0.0
216,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Students receiving more than one out-of-school suspension,M,4.0,0.0,4.0,0.0,American Indian or Alaska Native,0.0
217,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Students receiving more than one out-of-school suspension,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
218,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
219,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
220,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
221,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
222,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
223,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
224,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Transferred to Alternative School,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
225,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Transferred to Alternative School,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
226,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Referral to law enforcement,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
227,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
228,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: School-related arrest,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
229,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
230,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Corporal punishment,M,,,0.0,0.0,American Indian or Alaska Native,0.0
231,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Corporal punishment,F,,,0.0,0.0,American Indian or Alaska Native,0.0
232,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Students receiving one or more in-school suspensions,M,,,37.0,2.0,American Indian or Alaska Native,0.0
233,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Students receiving one or more in-school suspensions,F,,,19.0,0.0,American Indian or Alaska Native,0.0
234,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Students receiving only one out-of-school suspension,M,,,18.0,0.0,American Indian or Alaska Native,0.0
235,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Students receiving only one out-of-school suspension,F,,,12.0,0.0,American Indian or Alaska Native,0.0
236,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,6.0,0.0,American Indian or Alaska Native,0.0
237,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,F,,,2.0,0.0,American Indian or Alaska Native,0.0
238,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Expulsions with educational services,M,,,0.0,0.0,American Indian or Alaska Native,0.0
239,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Expulsions with educational services,F,,,0.0,0.0,American Indian or Alaska Native,0.0
240,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Expulsions without educational services,M,,,0.0,0.0,American Indian or Alaska Native,0.0
241,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Expulsions without educational services,F,,,0.0,0.0,American Indian or Alaska Native,0.0
242,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,American Indian or Alaska Native,0.0
243,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,American Indian or Alaska Native,0.0
244,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Transferred to Alternative School,M,,,0.0,0.0,American Indian or Alaska Native,0.0
245,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Transferred to Alternative School,F,,,0.0,0.0,American Indian or Alaska Native,0.0
246,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Referral to law enforcement,M,,,0.0,0.0,American Indian or Alaska Native,0.0
247,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: Referral to law enforcement,F,,,0.0,0.0,American Indian or Alaska Native,0.0
248,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: School-related arrest,M,,,0.0,0.0,American Indian or Alaska Native,0.0
249,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,SWOD: School-related arrest,F,,,0.0,0.0,American Indian or Alaska Native,0.0
250,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,Total enrollment,M,,,668.0,8.0,American Indian or Alaska Native,2.0
251,ROCKWOOD R-VI,MO,ROCKWOOD SUMMIT SR. HIGH,2015,Total enrollment,F,,,645.0,5.0,American Indian or Alaska Native,2.0
252,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
253,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
254,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Students receiving one or more in-school suspensions,M,33.0,2.0,35.0,2.0,American Indian or Alaska Native,0.0
255,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Students receiving one or more in-school suspensions,F,13.0,2.0,15.0,0.0,American Indian or Alaska Native,0.0
256,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Students receiving only one out-of-school suspension,M,7.0,0.0,7.0,0.0,American Indian or Alaska Native,0.0
257,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Students receiving only one out-of-school suspension,F,5.0,0.0,5.0,0.0,American Indian or Alaska Native,0.0
258,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Students receiving more than one out-of-school suspension,M,7.0,0.0,7.0,0.0,American Indian or Alaska Native,0.0
259,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Students receiving more than one out-of-school suspension,F,5.0,0.0,5.0,0.0,American Indian or Alaska Native,0.0
260,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
261,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
262,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
263,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
264,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
265,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
266,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Transferred to Alternative School,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
267,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Transferred to Alternative School,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
268,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Referral to law enforcement,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
269,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
270,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: School-related arrest,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
271,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
272,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Corporal punishment,M,,,0.0,0.0,American Indian or Alaska Native,0.0
273,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Corporal punishment,F,,,0.0,0.0,American Indian or Alaska Native,0.0
274,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Students receiving one or more in-school suspensions,M,,,66.0,2.0,American Indian or Alaska Native,0.0
275,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Students receiving one or more in-school suspensions,F,,,45.0,2.0,American Indian or Alaska Native,0.0
276,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Students receiving only one out-of-school suspension,M,,,16.0,0.0,American Indian or Alaska Native,0.0
277,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Students receiving only one out-of-school suspension,F,,,18.0,0.0,American Indian or Alaska Native,0.0
278,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,4.0,0.0,American Indian or Alaska Native,0.0
279,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,F,,,8.0,0.0,American Indian or Alaska Native,0.0
280,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Expulsions with educational services,M,,,0.0,0.0,American Indian or Alaska Native,0.0
281,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Expulsions with educational services,F,,,0.0,0.0,American Indian or Alaska Native,0.0
282,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Expulsions without educational services,M,,,0.0,0.0,American Indian or Alaska Native,0.0
283,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Expulsions without educational services,F,,,0.0,0.0,American Indian or Alaska Native,0.0
284,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,American Indian or Alaska Native,0.0
285,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,American Indian or Alaska Native,0.0
286,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Transferred to Alternative School,M,,,0.0,0.0,American Indian or Alaska Native,0.0
287,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Transferred to Alternative School,F,,,0.0,0.0,American Indian or Alaska Native,0.0
288,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Referral to law enforcement,M,,,0.0,0.0,American Indian or Alaska Native,0.0
289,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: Referral to law enforcement,F,,,0.0,0.0,American Indian or Alaska Native,0.0
290,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: School-related arrest,M,,,0.0,0.0,American Indian or Alaska Native,0.0
291,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,SWOD: School-related arrest,F,,,0.0,0.0,American Indian or Alaska Native,0.0
292,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,Total enrollment,M,,,912.0,5.0,American Indian or Alaska Native,2.0
293,ROCKWOOD R-VI,MO,LAFAYETTE SR. HIGH,2015,Total enrollment,F,,,960.0,8.0,American Indian or Alaska Native,0.0
294,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
295,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
296,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Students receiving one or more in-school suspensions,M,17.0,5.0,22.0,0.0,American Indian or Alaska Native,0.0
297,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Students receiving one or more in-school suspensions,F,12.0,2.0,14.0,0.0,American Indian or Alaska Native,0.0
298,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Students receiving only one out-of-school suspension,M,14.0,2.0,16.0,0.0,American Indian or Alaska Native,0.0
299,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Students receiving only one out-of-school suspension,F,4.0,2.0,6.0,0.0,American Indian or Alaska Native,0.0
300,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Students receiving more than one out-of-school suspension,M,6.0,2.0,8.0,0.0,American Indian or Alaska Native,0.0
301,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Students receiving more than one out-of-school suspension,F,4.0,2.0,6.0,0.0,American Indian or Alaska Native,0.0
302,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Expulsions with educational services,M,2.0,0.0,2.0,0.0,American Indian or Alaska Native,0.0
303,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
304,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
305,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
306,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
307,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
308,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Transferred to Alternative School,M,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
309,PARKWAY C-2,MO,SOUTH HIGH,2015,SWD: Transferred to Alternative School,F,0.0,0.0,0.0,0.0,American Indian or Alaska Native,0.0
